"","id","name","feature","subfeature"
"1","node/471718913","誠品書店","shop","books"
"2","node/736470047","全家便利商店","shop","convenience"
"3","node/736470051","7-Eleven","shop","convenience"
"4","node/736473563","7-Eleven","shop","convenience"
"5","node/736491395","全家便利商店","shop","convenience"
"6","node/736752165","OK Mart","shop","convenience"
"7","node/736754940","頂好","shop","supermarket"
"8","node/737159949","The Bread","shop","bakery"
"9","node/740378984","得記麵包","shop","bakery"
"10","node/740378985","一之軒公館店","shop","bakery"
"11","node/740378986",NA,"shop","vacant"
"12","node/1707866536","屈臣氏","shop","chemist"
"13","node/2059570746","多彩坊 華歌爾010孕婦裝專門店","shop","clothes"
"14","node/2180238473",NA,"shop","vacant"
"15","node/2292591621","NET","shop","clothes"
"16","node/2292591629","Hang Ten","shop","clothes"
"17","node/2292591643","博士眼鏡","shop","optician"
"18","node/2292591652","校園書房","shop","books"
"19","node/2292591661","仁愛眼鏡","shop","optician"
"20","node/2293278764","校園書房","shop","books"
"21","node/2341937524","全家便利商店","shop","convenience"
"22","node/2456823937","劉福記手工傘","shop","umbrella"
"23","node/2473808184","進化論眼鏡","shop","optician"
"24","node/2473808226","PUMA","shop","shoes"
"25","node/2473808294","阿瘦皮鞋","shop","shoes"
"26","node/2473808471","招租","shop","vacant"
"27","node/2473808551","巨匠電腦","shop","computer"
"28","node/2473808597","La new","shop","shoes"
"29","node/2473808784","Date Express","shop","computer"
"30","node/2473808993","TravelFox","shop","outdoor"
"31","node/2473809064","大陸眼鏡","shop","optician"
"32","node/2473809224","雜誌瘋台大店","shop","books"
"33","node/2473809266","AIGLE","shop","clothes"
"34","node/2473809371","極品西服","shop","clothes"
"35","node/2473809441","圓山眼鏡公司","shop","optician"
"36","node/2473809485","得意麵包","shop","bakery"
"37","node/2473809810","苗林有機產品","shop","supermarket"
"38","node/2609549963","The North Face","shop","outdoor"
"39","node/2621123541",NA,"shop","vacant"
"40","node/2782760860","OKMart","shop","convenience"
"41","node/2977557661","招租","shop","vacant"
"42","node/2977560157","春滿號","shop","convenience"
"43","node/3233043463","金吉利寵物精品","shop","pet"
"44","node/3233043464","康是美","shop","chemist"
"45","node/3245714483","摩瑪克運動流行館摩6館","shop","clothes"
"46","node/3245714561","夢幻運動廣場公館店","shop","clothes"
"47","node/3245714562","尚智運動世界","shop","clothes"
"48","node/3307006666","Timberland","shop","clothes"
"49","node/3307006761","美珍香公館店","shop","butcher"
"50","node/3459708893","寶羅寵物水族用品店","shop","pet"
"51","node/3467743711","茉莉二手書店","shop","books"
"52","node/3634067394","W NET","shop","clothes"
"53","node/3634067493","The Face Shop","shop","chemist"
"54","node/3634067693","老二攝影","shop","photograph"
"55","node/3634067793","鞋樂坊","shop","shoes"
"56","node/3668791633",NA,"shop","vacant"
"57","node/3668792233",NA,"shop","vacant"
"58","node/3701535082","寶島眼鏡","shop","optician"
"59","node/3701535163","adidaa","shop","sports"
"60","node/3765551082",NA,"shop","lottery"
"61","node/3765555191","尚智運動世界","shop","sports"
"62","node/3765555486","東南眼鏡","shop","optician"
"63","node/3765555487","adidas","shop","sports"
"64","node/3786348253","萬里複印店","shop","copyshop"
"65","node/3818999718","奧創髮藝","shop","hairdresser"
"66","node/3819000518","結構群","shop","books"
"67","node/3819000763","3C Sock Series","shop","clothes"
"68","node/3825998762","LV","shop","hairdresser"
"69","node/3825998763","NIKE","shop","sports"
"70","node/3825998765","卓越通訊","shop","mobile_phone"
"71","node/3825998766","國際髮型","shop","hairdresser"
"72","node/3825998769","尚智","shop","sports"
"73","node/3825998770","摩馬克4店","shop","shoes"
"74","node/3825998772","衝刺戶外休閒","shop","outdoor"
"75","node/3825998773","金石音樂","shop","musical_instrument"
"76","node/3825998774","長弓華納鞋城","shop","shoes"
"77","node/3854472462","My Beaty時尚藝術指甲","shop","beauty"
"78","node/3854472463","Sports","shop","clothes"
"79","node/3854472464","井元組合網架","shop","bed"
"80","node/3854472465","佳宏服飾西服","shop","clothes"
"81","node/3854472467","先達通訊","shop","mobile_phone"
"82","node/3854472468","全世通3C","shop","mobile_phone"
"83","node/3854472469","公賣局","shop","variety_store"
"84","node/3854472472","手機包膜","shop","mobile_phone"
"85","node/3854472473","拉非爾珠寶銀樓","shop","jewelry"
"86","node/3854472474","擎峰通訊","shop","mobile_phone"
"87","node/3854472478","濃濃褲襪","shop","clothes"
"88","node/3854472484","精展眼鏡公司","shop","optician"
"89","node/3854472485","金之沙珠寶銀樓","shop","jewelry"
"90","node/3854472486","7-Eleven","shop","convenience"
"91","node/3867798197","厚安藥局","shop","chemist"
"92","node/3867798200","墾丁蛋蛋ㄉㄨㄞ奶","shop","beverages"
"93","node/3867798205","7-Eleven","shop","convenience"
"94","node/3873152066","Vivan Salon","shop","hairdresser"
"95","node/3873152068","幻想遊戲世界","shop","toys"
"96","node/3887762022","Nike","shop","sports"
"97","node/3887762026","手機瘋","shop","mobile_phone"
"98","node/3887762048","經典光學","shop","optician"
"99","node/3938941049","柏雲茶莊","shop","tea"
"100","node/3939157979","PGP TOUR","shop","clothes"
"101","node/3939157983","Timberland","shop","outdoor"
"102","node/3939157985","arnold palmer","shop","clothes"
"103","node/3939157986","bluebell","shop","clothes"
"104","node/3939157987","celio","shop","clothes"
"105","node/3939158004","古今書廊","shop","books"
"106","node/3939158017","大學眼鏡","shop","optician"
"107","node/3939158045","欣欣女子美髮工作室","shop","hairdresser"
"108","node/3939158262","禮客","shop","department_store"
"109","node/4085092822","New Balance","shop","sports"
"110","node/4085092823","PS, 國際髮型","shop","hairdresser"
"111","node/4085092824","Vans","shop","clothes"
"112","node/4085092826","亂剪髮型","shop","hairdresser"
"113","node/4085092830","大苑子","shop","coffee"
"114","node/4108947172","大嘴義式麵飯料理","shop","deli"
"115","node/4108947174",NA,"shop","vacant"
"116","node/4108947176","特賣會","shop","clothes"
"117","node/4108947185","騏暘數位印刷","shop","copyshop"
"118","node/4108947186","麗嬰房","shop","baby_goods"
"119","node/4149564829","CoCo","shop","beverages"
"120","node/4149564830","Dandy Hair","shop","hairdresser"
"121","node/4149564832","Lady Grace","shop","clothes"
"122","node/4149564833","Shadow","shop","clothes"
"123","node/4149564835","三槍","shop","clothes"
"124","node/4149564837","伸騰1+1眼鏡量販","shop","optician"
"125","node/4149564839","八年得","shop","deli"
"126","node/4149564849","康是美","shop","chemist"
"127","node/4149564851","成記滷味專賣店","shop","deli"
"128","node/4149564853",NA,"shop","vacant"
"129","node/4149564854","東北大餅","shop","deli"
"130","node/4149564856","模範眼鏡","shop","optician"
"131","node/4149564868","老蔡水煎包","shop","deli"
"132","node/4149564870","胡斯二手書店","shop","books"
"133","node/4149564871","胡椒餅","shop","deli"
"134","node/4149564876","金吉利寵物精品","shop","pet"
"135","node/4207604680","萊爾富","shop","convenience"
"136","node/4236824157","雅舍二手書店","shop","books"
"137","node/4253208198","Top頂點生活用品","shop","variety_store"
"138","node/4253208204","全舜科技","shop","medical_supply"
"139","node/4253208207","出售","shop","vacant"
"140","node/4253208210","古今書廊(舊書)","shop","books"
"141","node/4253208211","台一影印印刷","shop","copyshop"
"142","node/4253208212","啟業書局","shop","books"
"143","node/4253208213","地標網通","shop","mobile_phone"
"144","node/4253208215","家庭理髮","shop","hairdresser"
"145","node/4253208216","小星星便利商店","shop","convenience"
"146","node/4253208218","戰馬體育","shop","sports"
"147","node/4253208220","晶晶書庫","shop","books"
"148","node/4253208223","科林助聽器","shop","hearing_aids"
"149","node/4253208224","穆記非常滷","shop","deli"
"150","node/4253208239","讚鑫珠寶銀樓","shop","jewelry"
"151","node/4298881342","Kipling","shop","bag"
"152","node/4298881344","aimerfell Japan","shop","clothes"
"153","node/4298881345","奇奕花坊","shop","florist"
"154","node/4298881353","理揚理髮廳","shop","hairdresser"
"155","node/4298905189","宏億機場行","shop","motorcycle"
"156","node/4307439860","Aziza全球概念眼鏡館","shop","optician"
"157","node/4307625982","晶碩光學","shop","optician"
"158","node/4325693396","Bossini","shop","clothes"
"159","node/4325693430","佳聲助聽器","shop","hearing_aids"
"160","node/4325693442","公館森林","shop","outdoor"
"161","node/4325693448","南光香燭佛具行","shop","religion"
"162","node/4325693458","合記書店","shop","books"
"163","node/4325693946","甜點窩","shop","confectionery"
"164","node/4325694169","維康醫療用品","shop","medical_supply"
"165","node/4325694182","花藝娟花坊","shop","florist"
"166","node/4325694187","衣學網","shop","clothes"
"167","node/4325694199","鄉村蔬菜水果","shop","greengrocer"
"168","node/4325694222","黛綺男女剪髮/鴻興理髮廳","shop","hairdresser"
"169","node/4325694225","龍虎飛躍","shop","sports"
"170","node/4384257952","Come Buy","shop","beverages"
"171","node/4384257965","亂剪髮型","shop","hairdresser"
"172","node/4384257972","公館清蒸肉圓","shop","deli"
"173","node/4511627689","雅舍二手書店","shop","books"
"174","node/4524328169","奧創髮藝","shop","hairdresser"
"175","node/4524328178","千模萬樣Salon","shop","hairdresser"
"176","node/4524328182","Dream Style","shop","clothes"
"177","node/4524328183",NA,"shop","mobile_phone"
"178","node/4524328184",NA,"shop","lottary"
"179","node/4524328185","大和工坊","shop","chemist"
"180","node/4524328186","BISINDEI","shop","optician"
"181","node/4524329091","公館白肉檳榔攤","shop","deli"
"182","node/4524329092","帽店","shop","clothes"
"183","node/3826876967","World Gym","leisure","sports_centre"
"184","node/469620173","Starbucks Coffee","amenity","cafe"
"185","node/471718722","肯德基","amenity","fast_food"
"186","node/736436986","思源街派出所","amenity","police"
"187","node/736441878","星巴克","amenity","cafe"
"188","node/736442756",NA,"amenity","post_box"
"189","node/736470054","星巴克","amenity","cafe"
"190","node/738837031","Subway","amenity","fast_food"
"191","node/740385789",NA,"amenity","bicycle_pa"
"192","node/1702738808","郵局","amenity","post_offic"
"193","node/1702738885",NA,"amenity","post_box"
"194","node/1705753079","寶藏巖","amenity","place_of_w"
"195","node/1716390540",NA,"amenity","post_box"
"196","node/1983147354",NA,"amenity","drinking_w"
"197","node/2178340364","麥當勞","amenity","fast_food"
"198","node/2180102721",NA,"amenity","atm"
"199","node/2230015804","人性空間台大店","amenity","cafe"
"200","node/2230015811","台大牛莊","amenity","restaurant"
"201","node/2230023838","發現義大利麵","amenity","restaurant"
"202","node/2292591622","屈臣氏","amenity","pharmacy"
"203","node/2341943647","陳三鼎黑糖粉圓鮮奶專賣店","amenity","cafe"
"204","node/2341947845","小飯廳","amenity","restaurant"
"205","node/2397343029","玉山證券","amenity","bank"
"206","node/2402502239",NA,"amenity","post_box"
"207","node/2420117194","Just Curry","amenity","restaurant"
"208","node/2456823934","龍潭豆花","amenity","ice_cream"
"209","node/2460008588","伯大尼美國學校","amenity","school"
"210","node/2470166878","泰味鮮泰式主題餐廳","amenity","restaurant"
"211","node/2473808389","生活工場","amenity","warehouse"
"212","node/2473808901","愛樂廚房銅盤烤肉 韓式美食","amenity","restaurant"
"213","node/2473809138","銀咖哩","amenity","restaurant"
"214","node/2473809307","地球村美日語","amenity","prep_schoo"
"215","node/2473809601","河岸留言","amenity","cafe"
"216","node/2473809670","海邊的卡夫卡","amenity","cafe"
"217","node/2473809699","永和豆漿","amenity","restaurant"
"218","node/2473809733","名家牛肉麵","amenity","restaurant"
"219","node/2473809877","泰皇小館","amenity","restaurant"
"220","node/2473809949","佳奇燒烤飯","amenity","restaurant"
"221","node/2473810034","遇見中醫","amenity","clinic"
"222","node/2556006565","塔美爾尼伯爾咖哩","amenity","restaurant"
"223","node/2621123542","博齡牙醫診所","amenity","dentist"
"224","node/2633889292","帕米爾新疆餐廳","amenity","restaurant"
"225","node/2688164745","水源會館","amenity","restaurant"
"226","node/2926241127","林口永興宮","amenity","place_of_w"
"227","node/3064537237",NA,"amenity","shelter"
"228","node/3064537242",NA,"amenity","shelter"
"229","node/3064537243",NA,"amenity","shelter"
"230","node/3064544433",NA,"amenity","shelter"
"231","node/3064544434",NA,"amenity","shelter"
"232","node/3064544435",NA,"amenity","shelter"
"233","node/3064544436",NA,"amenity","shelter"
"234","node/3064544540",NA,"amenity","toilets"
"235","node/3064544544",NA,"amenity","toilets"
"236","node/3065049725",NA,"amenity","fountain"
"237","node/3100172358",NA,"amenity","toilets"
"238","node/3100172360","涼亭","amenity","shelter"
"239","node/3151325175","翠薪越南餐廳","amenity","restaurant"
"240","node/3151325176","英國藍","amenity","cafe"
"241","node/3151325177","山東大餃子館","amenity","restaurant"
"242","node/3151325299","發福廚房公館店","amenity","restaurant"
"243","node/3233037306","小林阿盛","amenity","restaurant"
"244","node/3234219180","中國信託","amenity","bank"
"245","node/3245712560","牛肉細粉麵店公館捷運店","amenity","restaurant"
"246","node/3245714481","TJB Cafe公館店","amenity","cafe"
"247","node/3273277946","捷運公館站(2號出口)","amenity","bicycle_re"
"248","node/3273278167","羅斯福新生南路口","amenity","bicycle_re"
"249","node/3307006521","吉野家","amenity","restaurant"
"250","node/3459708894","山井美味","amenity","restaurant"
"251","node/3459708895","泰品泰式料理","amenity","restaurant"
"252","node/3459708896","台北展翔教會","amenity","place_of_w"
"253","node/3459708897","豪季水餃專賣店","amenity","restaurant"
"254","node/3459708898","貳樓餐廳Second Floor Cafe","amenity","restaurant"
"255","node/3459708899","胡同大媽餐廳","amenity","restaurant"
"256","node/3467740550","酒釀湯圓","amenity","cafe"
"257","node/3594656749",NA,"amenity","post_box"
"258","node/3634067593","天仁茗茶","amenity","cafe"
"259","node/3637170878","發福廚房","amenity","restaurant"
"260","node/3668790827","田季發爺燒肉","amenity","restaurant"
"261","node/3668791242","荒漠甘泉","amenity","restaurant"
"262","node/3668803825","GOGOPASTA","amenity","restaurant"
"263","node/3668813928","罌粟花泰式料理","amenity","restaurant"
"264","node/3668814537","母女的店","amenity","restaurant"
"265","node/3694092405","路燈咖啡公館店","amenity","cafe"
"266","node/3701525965","泰正點泰式餐坊","amenity","restaurant"
"267","node/3701535847","韓式鍋","amenity","restaurant"
"268","node/3701536040",NA,"amenity","recycling"
"269","node/3717110925","香鄉麵食館","amenity","restaurant"
"270","node/3724255031",NA,"amenity","drinking_w"
"271","node/3765545608","馬辣頂級麻辣鴛鴦火鍋","amenity","restaurant"
"272","node/3765554933","富水區民活動中心","amenity","community_"
"273","node/3765556091","三聖宮","amenity","place_of_w"
"274","node/3777737231","豪香熱炒","amenity","restaurant"
"275","node/3777737232","胡椒餅","amenity","restaurant"
"276","node/3777737233","沙威瑪","amenity","restaurant"
"277","node/3777743180","蕭家乾麵","amenity","restaurant"
"278","node/3777743181","三姐妹豆花","amenity","ice_cream"
"279","node/3782887087",NA,"amenity","drinking_w"
"280","node/3782887257",NA,"amenity","drinking_w"
"281","node/3782891245",NA,"amenity","drinking_w"
"282","node/3782895356",NA,"amenity","drinking_w"
"283","node/3785662980",NA,"amenity","drinking_w"
"284","node/3785665626",NA,"amenity","drinking_w"
"285","node/3786348248","粥粥頌廣東粥","amenity","restaurant"
"286","node/3786348249","嚴記小吃","amenity","restaurant"
"287","node/3786348250","興隆臭豆腐","amenity","restaurant"
"288","node/3786348251","上賀麵食館","amenity","restaurant"
"289","node/3786348254","七里亭","amenity","restaurant"
"290","node/3786348299","仁德健康素食","amenity","restaurant"
"291","node/3818946603","The Pipe","amenity","bar"
"292","node/3818999703","臺北市召會十九會所","amenity","place_of_w"
"293","node/3825998768","夢駝鈴","amenity","restaurant"
"294","node/3825998771",NA,"amenity","telephone"
"295","node/3826876369","露易沙咖啡","amenity","cafe"
"296","node/3835833936","但馬屋壽喜燒","amenity","restaurant"
"297","node/3835833937","義大利料理薩莉亞","amenity","restaurant"
"298","node/3836965044","校園團契","amenity","place_of_w"
"299","node/3854472466","兄弟蝌仔麵線","amenity","restaurant"
"300","node/3854472470","嘉義雞肉飯","amenity","restaurant"
"301","node/3854472471","我家涼麵","amenity","restaurant"
"302","node/3854472475","曼德樂泰式料理","amenity","restaurant"
"303","node/3854472476","汀州健康人生藥局","amenity","pharmacy"
"304","node/3854472477","泰國小館","amenity","restaurant"
"305","node/3854472479","福州魚丸","amenity","restaurant"
"306","node/3856962772","CITI","amenity","atm"
"307","node/3856962810","雲香亭","amenity","restaurant"
"308","node/3856962811","駭客網咖","amenity","internet_c"
"309","node/3867798199","藍家割包","amenity","restaurant"
"310","node/3867798202","金雞園","amenity","restaurant"
"311","node/3867798203","雲南小鎮餐坊","amenity","restaurant"
"312","node/3887762024","俄羅斯城堡","amenity","restaurant"
"313","node/3887762025","全國動物醫院","amenity","veterinary"
"314","node/3887762027","源士林粥品","amenity","restaurant"
"315","node/3887762028","石頭鍋","amenity","restaurant"
"316","node/3887762051","赤神日式豬排","amenity","restaurant"
"317","node/3887762052","頑固日式拉麵石板料理","amenity","restaurant"
"318","node/3929888459","義交中正二中隊","amenity","police"
"319","node/3938941046","料理王健康素食自助餐","amenity","restaurant"
"320","node/3938941048","拾貳號咖啡","amenity","restaurant"
"321","node/3938941050","石記牛肉麵","amenity","restaurant"
"322","node/3938949100","華神火鍋","amenity","restaurant"
"323","node/3938949102","香港亨記粉麵粥飯","amenity","restaurant"
"324","node/3938949103","韓江韓國烤肉館","amenity","restaurant"
"325","node/3938949104","易牙居湘粵美食","amenity","restaurant"
"326","node/3939158265",NA,"amenity","parking_en"
"327","node/3944641111",NA,"amenity","waste_bask"
"328","node/4007669199","劉震川日韓大食館","amenity","restaurant"
"329","node/4007669200","韓江館韓國烤肉","amenity","restaurant"
"330","node/4085092831","小郭牛肉麵","amenity","restaurant"
"331","node/4085092832",NA,"amenity","restaurant"
"332","node/4085092843",NA,"amenity","parking_en"
"333","node/4102554389","韓江韓國烤肉","amenity","restaurant"
"334","node/4103175890","中央公園咖啡館","amenity","cafe"
"335","node/4108947171","嘟嘟房","amenity","parking"
"336","node/4108947175","日本料理平山家","amenity","restaurant"
"337","node/4108947177","逗鼎頂級麻辣鍋","amenity","restaurant"
